no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
24,40,V,542.86,12,11.000,2,4,2,2,4,1,0,0.00,0,65,183.02,5,0,450.00,1
24,43,M,361.22,12,11.000,3,2,2,1,4,2,0,0.00,0,69,394.22,11,0,450.00,1
24,35,V,452.42,12,11.000,2,4,2,2,5,1,0,0.00,0,39,117.60,2,0,450.00,1
24,20,M,2992.89,12,11.000,2,0,0,0,0,0,0,0.00,0,152,214.92,3,0,450.00,1
24,31,V,449.73,12,11.000,2,2,3,1,5,4,0,0.00,0,16,23.37,4,0,450.00,1
23,43,V,529.96,11,12.000,1,4,2,2,4,1,0,0.00,0,33,39.78,13,0,450.00,1
23,23,M,543.79,11,12.000,2,3,2,1,5,1,0,0.00,0,33,54.08,1,0,450.00,1
23,19,V,6.76,11,12.000,3,2,2,1,5,4,0,0.00,0,173,113.43,1,0,450.00,1
23,21,V,315.26,11,0.000,4,4,2,1,5,1,0,0.00,0,338,282.25,42,0,450.00,1
23,23,M,552.94,11,12.000,2,0,0,0,0,0,0,0.00,0,213,371.92,23,0,450.00,1
23,20,M,462.22,11,12.000,2,0,0,0,0,0,0,0.00,0,255,171.57,20,0,450.00,1
23,19,M,455.09,11,12.000,3,3,2,1,3,2,0,0.00,0,176,195.77,44,0,450.00,1
23,20,V,465.61,11,12.000,2,3,2,1,3,2,0,0.00,0,454,872.45,128,0,450.00,1
23,40,V,466.96,11,12.000,1,3,2,1,4,2,0,0.00,0,90,240.32,2,0,450.00,1
23,20,V,466.96,11,12.000,1,3,2,3,4,1,0,0.00,0,82,147.22,2,0,450.00,1
23,40,V,466.29,11,12.000,1,3,3,4,4,1,0,0.00,0,79,52.80,23,0,450.00,1
21,21,M,437.74,9,14.000,2,,,,,,0,0.00,0,112,158.12,50,0,450.00,1
96,,,49.04,27,-15.000,5,3,3,1,4,2,80,177.42,1,68,100.00,1,0,450.00,0
145,46,M,34.74,22,1.000,4,5,3,5,4,1,169,261.63,4,158,308.75,13,0,450.00,0
105,,,15.48,15,8.000,2,4,2,1,5,2,16,26.47,3,19,25.25,1,0,450.00,0
140,43,M,14.13,27,1.000,4,,,,,,16,14.80,5,25,33.30,8,0,450.00,0
120,41,M,3.48,21,8.000,1,,,,,,45,64.83,78,30,61.50,102,0,450.00,0
133,51,M,331.19,33,-9.000,4,,,,,,506,660.87,36,338,405.58,25,1,450.00,0
132,,,9.67,17,8.000,2,5,3,5,1,1,3,3.73,3,18,37.50,2,0,450.00,0
125,48,M,8.23,40,-7.000,3,,,,,,77,66.95,16,102,98.67,22,0,450.00,0
97,54,M,26.15,10,13.000,3,0,0,0,0,0,20,66.77,1,46,63.87,1,0,450.00,0
123,,V,45.98,35,-5.000,1,3,3,2,5,1,52,150.20,13,55,144.10,11,0,450.00,0
123,,M,8.57,29,-5.000,3,2,1,3,1,1,3,0.95,0,14,33.98,1,0,450.00,0
106,,V,15.26,20,3.000,2,2,2,1,5,2,20,46.22,3,20,40.92,6,0,450.00,0
122,,M,19.61,15,9.000,3,2,2,2,4,1,45,45.45,60,98,199.05,104,0,450.00,0
121,35,V,35.75,24,10.000,3,3,3,5,4,1,84,200.35,35,115,200.78,70,0,450.00,0
23,47,,54.53,11,12.000,1,,,,,,244,293.17,220,239,265.43,147,0,450.00,0
121,,M,38.76,46,-22.000,1,6,1,1,2,3,106,99.78,1,168,194.40,8,0,450.00,0
28,,,4.04,16,7.000,2,4,1,5,1,1,71,16.60,37,58,35.95,45,0,450.00,0
119,,,66.50,16,7.000,4,0,0,0,0,0,127,84.32,4,114,67.15,3,0,450.00,0
117,,,9.67,13,10.000,2,6,1,3,2,3,14,5.63,4,24,26.05,5,0,450.00,0
115,47,M,19.91,9,14.000,4,,,,,,52,19.37,0,371,270.85,28,1,450.00,0
22,42,M,14.09,10,13.000,1,,,,,,36,40.18,76,42,46.50,101,0,450.00,0
113,35,V,10.14,22,2.000,2,3,3,5,3,1,13,13.82,2,32,93.92,3,0,450.00,0
113,60,M,11.47,17,8.000,2,5,3,5,4,1,32,37.60,2,27,35.52,2,0,450.00,0
113,44,M,21.48,11,12.000,2,1,3,1,5,4,29,48.12,9,24,41.33,13,0,450.00,0
32,53,V,26.34,20,3.000,3,,,,,,71,41.07,63,81,55.42,89,0,450.00,0
21,34,M,140.46,9,2.000,1,,,,,,337,740.72,17,204,456.03,9,0,450.00,0
108,31,V,19.07,20,3.000,2,0,0,0,0,0,97,168.45,92,77,154.75,82,0,450.00,0
109,28,M,36.07,26,0.000,2,5,1,5,1,1,61,47.02,4,141,164.43,8,1,450.00,0
42,31,M,18.02,30,-6.000,1,4,2,1,4,2,33,148.18,12,54,261.43,15,0,450.00,0
107,54,M,43.43,18,5.000,4,,,,,,26,48.17,18,34,73.08,10,0,450.00,0
34,53,,58.45,11,12.000,1,,,,,,116,247.58,55,118,276.97,136,0,450.00,0
106,57,M,84.33,20,6.000,3,5,3,5,1,1,135,212.22,4,153,187.93,5,0,450.00,0
104,46,V,16.14,21,-9.000,2,6,2,3,4,5,49,69.78,13,41,61.42,17,0,450.00,0
67,48,V,23.99,10,3.000,4,4,3,5,4,1,105,133.42,564,150,177.18,607,0,450.00,0
103,,,34.67,12,11.000,3,5,2,4,5,2,11,4.90,1,25,16.98,2,0,450.00,0
103,40,M,16.96,35,-11.000,3,3,3,3,5,1,28,18.35,27,40,32.93,36,0,450.00,0
102,42,M,27.19,26,-5.000,2,4,2,3,4,1,104,150.42,56,159,249.20,81,0,450.00,0
101,66,M,13.47,34,-7.000,3,4,2,1,4,2,20,21.40,0,28,31.15,6,0,450.00,0
98,32,V,27.55,30,-6.000,2,2,3,5,4,1,120,191.02,5,112,163.40,7,1,450.00,0
101,33,M,41.16,22,-5.000,5,2,3,4,3,1,236,316.40,40,307,410.35,81,1,450.00,0
98,25,V,17.99,14,9.000,2,1,1,3,1,1,17,60.42,96,20,63.93,94,0,450.00,0
84,27,M,15.54,27,-3.000,2,2,3,4,4,1,94,52.48,12,104,69.92,27,0,450.00,0
96,50,V,16.81,44,-9.000,5,4,2,4,4,1,6,1.55,0,34,25.30,28,1,450.00,0
92,43,M,30.86,25,-1.000,2,5,3,5,1,1,59,181.08,1,66,185.48,4,0,450.00,0
89,31,V,26.82,15,8.000,3,3,2,3,3,1,73,122.57,67,104,255.05,91,1,450.00,0
91,56,M,19.84,28,-4.000,2,6,1,2,3,3,29,36.10,0,36,32.93,1,1,450.00,0
99,56,V,17.35,24,0.000,2,6,1,1,4,3,47,54.95,7,33,31.18,6,0,450.00,0
102,37,M,19.81,29,4.000,4,3,2,2,4,1,75,44.87,25,210,151.12,11,1,450.00,0
97,45,V,-4.58,11,12.000,3,4,2,2,3,1,25,21.40,94,45,33.45,58,0,450.00,0
88,46,V,15.12,28,-4.000,5,2,2,3,1,1,76,44.78,32,78,96.03,45,0,450.00,0
99,53,M,54.44,23,0.000,3,4,1,2,3,1,149,309.22,6,152,306.45,14,1,450.00,0
95,22,M,36.95,24,0.000,3,4,2,5,4,1,151,136.58,44,133,106.27,37,0,450.00,0
30,39,V,26.07,18,5.000,2,3,2,2,2,1,12,5.38,135,43,62.55,113,0,450.00,0
97,25,V,25.10,18,5.000,2,3,3,3,4,1,79,74.13,174,69,54.50,142,0,450.00,0
99,34,V,98.34,37,-4.000,4,2,2,3,4,1,349,508.00,41,355,553.45,26,0,450.00,0
94,33,V,38.70,16,7.000,2,3,3,5,1,1,30,62.80,207,76,217.50,161,0,450.00,0
91,59,V,17.20,26,-2.000,2,5,2,2,4,2,45,49.17,4,51,68.45,6,0,450.00,0
98,,,46.32,24,0.000,2,4,1,3,2,1,108,191.50,12,105,152.23,29,0,450.00,0
98,41,M,9.62,37,-13.000,2,3,3,5,1,1,0,0.00,7,1,3.00,18,0,450.00,0
95,29,V,117.16,25,-1.000,5,,,,,,183,301.17,854,214,371.63,604,0,450.00,0
89,51,V,13.71,22,1.000,2,3,3,5,4,1,49,45.25,9,57,49.93,24,0,450.00,0
87,51,V,17.31,15,8.000,4,4,2,4,4,1,61,36.90,60,73,83.88,89,0,450.00,0
63,,,43.97,51,-27.000,2,0,0,0,0,0,38,31.42,7,34,41.93,7,0,450.00,0
69,51,M,31.04,25,-1.000,2,4,2,4,3,1,88,147.57,31,153,180.50,56,0,450.00,0
82,43,M,24.57,14,9.000,4,4,2,2,4,1,45,145.52,60,50,161.68,57,0,450.00,0
90,60,V,22.41,27,3.000,1,2,3,5,4,1,5,2.03,24,6,3.30,16,0,450.00,0
97,31,M,16.54,34,0.000,2,2,2,2,5,1,34,49.15,23,12,17.58,9,0,450.00,0
95,30,M,20.27,8,15.000,2,2,2,2,4,2,47,18.77,70,51,66.33,65,1,450.00,0
36,29,V,18.72,24,0.000,3,3,3,2,5,1,23,53.78,13,10,24.08,10,0,450.00,0
85,42,M,32.18,11,11.000,2,3,2,4,3,1,55,202.02,22,36,136.28,24,1,450.00,0
93,40,V,-5.62,16,7.000,4,6,2,3,4,3,4,9.18,29,4,7.70,38,0,450.00,0
89,41,V,42.03,13,-1.000,2,3,3,5,4,1,67,90.92,223,55,75.63,158,0,450.00,0
92,38,M,20.08,27,6.000,3,4,1,2,1,1,40,48.52,0,45,45.62,2,0,450.00,0
92,51,V,14.74,16,7.000,3,1,1,2,3,4,21,15.82,0,27,27.70,2,0,450.00,0
87,31,M,16.48,25,-1.000,2,2,3,4,4,1,56,57.32,10,69,89.95,13,1,450.00,0
89,25,V,15.72,27,-3.000,2,2,3,4,4,1,132,166.58,44,153,190.42,77,0,450.00,0
88,21,M,43.69,27,-3.000,3,4,1,4,3,1,107,213.83,26,139,281.48,37,0,450.00,0
90,21,V,68.89,26,-2.000,5,4,2,4,3,1,216,280.10,106,193,248.88,62,0,450.00,0
31,39,M,74.86,9,14.000,1,0,0,0,0,0,70,123.68,8,109,158.13,42,0,450.00,0
25,36,V,34.40,13,10.000,4,,,,,,212,158.03,13,286,293.88,59,0,450.00,0
88,21,V,10.99,15,8.000,3,3,3,5,3,1,68,73.50,12,80,84.17,18,0,450.00,0
94,37,M,21.31,24,0.000,2,3,3,5,2,1,72,135.18,6,122,288.50,2,1,450.00,0
87,32,V,48.78,26,-6.000,5,2,3,2,5,1,56,284.62,107,71,300.80,89,0,450.00,0
88,45,M,26.35,27,-3.000,3,4,3,2,5,1,68,234.50,9,119,370.80,13,0,450.00,0
70,42,M,18.70,10,13.000,10,3,2,3,4,1,232,112.47,49,186,83.27,110,0,450.00,0
84,26,M,88.51,16,-4.000,4,4,1,2,2,1,257,647.88,29,255,653.72,46,0,450.00,0
84,54,V,28.98,15,8.000,2,4,3,5,4,1,29,18.92,4,66,68.93,8,0,450.00,0
84,52,M,14.96,26,-2.000,2,4,3,5,2,1,28,12.75,79,38,28.22,100,0,450.00,0
87,60,V,25.24,16,7.000,2,6,2,1,5,3,91,149.17,3,151,247.17,4,0,450.00,0
43,37,M,26.31,26,4.000,2,3,2,2,4,1,77,81.40,114,96,121.52,90,0,450.00,0
90,39,V,57.40,18,5.000,4,3,1,5,1,1,91,95.35,75,103,147.95,77,0,450.00,0
40,,,39.42,28,-4.000,1,3,2,1,4,1,144,193.42,20,148,236.35,14,0,450.00,0
90,35,V,31.36,16,8.000,4,4,3,5,5,1,89,155.03,29,121,227.73,55,0,450.00,0
74,24,V,28.33,15,8.000,3,4,1,2,4,1,75,170.85,119,62,177.83,85,0,450.00,0
90,32,V,144.71,10,3.000,4,5,1,5,1,1,617,820.65,84,571,771.82,92,0,450.00,0
27,29,M,66.52,15,8.000,1,2,1,2,4,1,190,172.05,245,274,263.22,470,0,450.00,0
89,39,M,16.38,15,11.000,2,3,2,3,3,1,89,127.75,62,89,122.90,56,0,450.00,0
89,37,M,17.32,18,-6.000,3,3,3,3,1,1,15,10.77,39,29,51.52,68,0,450.00,0
63,,,16.98,23,8.000,6,4,3,5,1,1,46,96.47,23,45,108.18,25,0,450.00,0
87,32,V,21.57,28,-4.000,4,3,3,5,1,1,89,124.72,1,75,101.82,1,1,450.00,0
87,26,M,10.51,12,11.000,3,6,1,2,1,5,1,0.67,4,6,5.93,3,0,450.00,0
86,,,800.96,25,-1.000,4,5,2,3,1,1,768,664.93,13,499,334.10,7,0,450.00,0
33,46,M,60.61,21,2.000,2,4,2,2,5,2,107,237.58,15,54,185.90,10,0,450.00,0
77,46,M,21.01,31,-7.000,2,3,3,4,3,1,27,16.92,86,22,13.88,66,1,450.00,0
75,,,16.45,14,9.000,2,0,0,0,0,0,98,108.55,46,118,86.98,40,0,450.00,0
85,38,M,29.57,15,-3.000,5,,,,,,6,11.78,9,10,24.65,9,0,450.00,0
79,38,M,31.18,31,-7.000,2,3,2,4,2,1,48,68.80,46,61,70.38,52,0,450.00,0
84,,,51.84,20,3.000,4,4,1,1,4,2,107,110.12,40,105,114.18,26,0,450.00,0
83,26,V,231.56,14,-2.000,2,4,2,3,5,1,214,995.35,158,252,1078.90,139,0,450.00,0
81,23,M,20.21,20,3.000,3,1,2,3,1,1,129,84.08,48,114,65.12,53,0,450.00,0
79,45,V,73.55,16,7.000,3,4,2,1,4,2,369,122.10,15,189,69.40,38,0,450.00,0
79,25,M,36.78,24,0.000,2,1,1,3,1,1,80,146.53,129,91,203.75,107,0,450.00,0
61,48,V,35.32,11,12.000,4,4,1,5,1,1,227,175.67,7,117,94.98,4,0,450.00,0
63,57,V,18.40,27,-3.000,2,5,1,2,4,2,50,43.97,85,55,48.47,70,0,450.00,0
82,26,M,64.22,24,7.000,4,5,1,5,1,1,192,312.25,343,265,436.90,432,1,450.00,0
28,29,V,27.39,16,7.000,4,2,3,4,5,1,111,144.00,97,104,128.57,109,0,450.00,0
82,62,M,14.75,10,13.000,2,5,2,3,4,1,15,48.83,0,10,27.30,5,0,450.00,0
76,33,V,11.03,15,8.000,2,5,1,2,3,1,89,109.02,70,100,213.62,44,0,450.00,0
73,23,V,9.60,24,0.000,3,0,0,0,0,0,51,51.67,53,72,79.40,42,0,450.00,0
81,,,2.38,19,4.000,2,3,3,2,5,1,57,145.38,6,62,108.48,1,0,450.00,0
71,30,M,17.80,25,-1.000,3,3,2,2,5,1,84,82.13,81,90,77.78,96,0,450.00,0
29,,,19.91,17,7.000,7,,,,,,48,92.95,4,132,158.57,8,0,450.00,0
78,48,V,26.00,30,-6.000,4,4,2,2,4,1,108,81.88,2,95,75.50,8,1,450.00,0
76,,,58.07,38,-14.000,2,4,3,5,2,1,132,201.72,2,110,160.85,12,1,450.00,0
77,48,M,17.90,17,6.000,3,4,3,5,4,1,23,25.70,4,32,32.15,9,0,450.00,0
77,27,V,39.65,13,12.000,6,2,3,2,1,1,222,260.53,53,244,303.50,32,0,450.00,0
76,50,M,44.57,34,-10.000,2,4,2,5,4,1,77,56.92,17,84,114.43,8,0,450.00,0
76,35,M,98.76,34,-6.000,5,2,1,3,1,1,47,85.73,271,54,104.77,346,0,450.00,0
76,26,V,21.58,16,7.000,3,1,1,1,3,4,59,80.08,101,98,108.62,121,0,450.00,0
36,,,26.36,24,0.000,2,3,2,2,3,1,64,114.47,1,79,98.57,2,0,450.00,0
75,36,M,13.06,20,3.000,2,5,3,5,4,1,42,50.37,11,39,78.85,8,0,450.00,0
75,55,M,12.13,22,0.000,2,4,2,4,4,1,30,42.37,0,47,51.12,2,1,450.00,0
75,51,V,80.17,22,-10.000,3,5,3,5,1,1,143,421.55,6,127,359.27,4,0,450.00,0
75,35,M,17.71,8,15.000,2,5,1,3,1,1,32,39.83,2,30,40.40,1,0,450.00,0
38,57,V,20.59,26,-2.000,2,4,3,5,5,1,72,123.42,4,81,95.00,1,0,450.00,0
65,28,M,5.30,17,6.000,4,2,2,2,5,1,111,94.65,116,128,121.77,164,0,450.00,0
28,57,M,7.63,16,7.000,1,6,1,3,5,3,4,1.60,10,6,10.90,10,0,450.00,0
73,27,V,40.81,26,-2.000,3,5,1,5,1,2,56,147.37,43,73,168.52,71,0,450.00,0
36,29,V,22.46,25,-1.000,1,3,2,3,4,1,44,66.77,13,51,73.07,18,0,450.00,0
38,51,V,186.74,26,-2.000,6,1,2,4,4,4,0,0.00,0,224,152.48,68,0,450.00,0
71,47,M,219.73,12,13.000,16,4,2,5,4,1,116,266.90,1,209,528.08,8,0,450.00,0
70,27,V,26.61,27,4.000,2,3,3,1,5,2,66,200.23,31,109,262.38,40,0,450.00,0
70,30,M,91.90,26,0.000,3,4,2,3,4,1,184,408.62,291,183,320.65,173,0,450.00,0
69,56,V,26.68,40,-9.000,1,5,2,4,4,1,19,78.83,3,30,72.97,10,0,450.00,0
69,25,M,187.63,12,14.000,3,1,1,3,1,4,19,74.13,62,89,141.63,91,0,450.00,0
68,40,V,80.48,16,7.000,4,3,2,1,5,1,67,343.05,86,80,250.63,98,0,450.00,0
59,52,V,59.42,27,-3.000,3,4,3,5,2,1,241,287.30,62,260,369.25,78,0,450.00,0
68,,,44.86,20,3.000,5,4,2,1,4,2,104,186.75,4,122,205.77,13,0,450.00,0
68,32,V,102.26,27,-3.000,4,5,3,5,4,1,237,420.30,65,161,363.02,19,0,450.00,0
76,46,M,29.18,20,2.000,6,3,3,2,4,1,27,7.43,47,61,33.23,62,1,450.00,0
86,56,M,57.35,23,7.000,3,6,2,3,4,3,116,362.17,46,217,693.40,19,1,450.00,0
65,24,M,67.54,27,-3.000,4,1,1,5,1,4,94,156.38,387,85,152.42,440,0,450.00,0
51,22,M,33.03,20,11.000,4,4,3,5,4,1,43,60.95,120,55,59.38,71,0,450.00,0
64,23,V,14.97,19,4.000,2,4,3,4,2,1,49,118.90,27,67,157.92,47,0,450.00,0
64,51,V,75.91,37,-5.000,2,1,3,5,3,4,204,254.12,60,212,221.20,48,1,450.00,0
64,35,V,34.66,16,8.000,6,3,2,2,5,1,54,231.37,5,50,154.03,10,0,450.00,0
62,20,V,4.48,10,13.000,3,1,1,5,1,4,89,15.73,202,72,69.28,376,0,450.00,0
60,34,M,-0.91,12,11.000,2,2,2,2,3,1,26,40.53,2,30,57.15,19,0,450.00,0
64,60,M,27.34,52,-28.000,3,4,2,4,4,1,26,99.92,2,22,69.82,2,0,450.00,0
59,33,V,66.23,26,-2.000,3,5,2,1,4,2,71,304.20,66,84,305.97,72,0,450.00,0
33,40,V,17.94,21,2.000,1,,,,,,18,8.37,4,20,12.33,14,0,450.00,0
62,51,M,39.70,28,-2.000,3,2,3,2,4,1,34,351.20,2,42,125.65,1,0,450.00,0
61,55,M,27.09,10,13.000,19,5,1,1,4,2,160,145.08,17,262,168.12,6,0,450.00,0
35,44,M,12.51,14,9.000,3,3,2,4,4,1,16,4.75,123,25,10.80,97,0,450.00,0
61,23,M,12.38,14,9.000,3,5,2,5,3,1,51,22.40,8,42,21.50,12,0,450.00,0
61,30,M,19.65,25,-1.000,4,2,3,1,4,2,77,122.02,2,86,141.30,11,0,450.00,0
61,36,M,96.78,25,-1.000,6,2,2,2,4,2,234,385.53,130,187,263.32,72,0,450.00,0
55,41,M,16.75,15,8.000,3,6,2,3,3,5,28,30.42,4,40,47.57,1,0,450.00,0
60,50,V,40.64,21,-1.000,4,4,3,5,1,1,179,140.33,234,126,87.00,358,0,450.00,0
60,35,V,99.04,36,0.000,1,2,2,2,5,1,236,379.67,5,261,328.82,6,0,450.00,0
60,25,M,83.07,25,-1.000,2,3,1,5,2,1,209,368.15,9,206,322.58,20,0,450.00,0
60,24,M,34.10,21,-1.000,3,4,1,5,2,1,69,70.38,35,98,90.62,71,0,450.00,0
35,30,V,43.86,23,0.000,1,2,2,1,5,1,133,190.90,28,114,178.60,70,0,450.00,0
36,48,M,266.72,24,0.000,2,4,2,2,5,1,221,108.37,88,148,90.65,64,0,450.00,0
57,39,V,77.36,9,14.000,2,6,1,1,1,5,39,30.50,27,23,23.15,10,0,450.00,0
55,26,M,21.61,17,7.000,2,4,1,4,2,1,29,20.18,24,33,26.32,51,0,450.00,0
28,46,M,14.17,16,7.000,1,2,2,3,4,1,45,19.90,1,59,28.37,3,0,450.00,0
58,38,M,93.93,11,0.000,2,5,2,2,4,1,132,407.03,9,138,340.38,7,0,450.00,0
59,56,M,26.48,23,0.000,2,6,1,2,2,3,36,86.23,30,24,57.00,48,0,450.00,0
59,61,V,25.62,32,-8.000,3,6,3,5,1,3,98,158.98,45,92,175.53,41,0,450.00,0
59,34,V,22.45,32,0.000,1,5,3,5,1,1,66,78.60,17,97,127.20,23,1,450.00,0
59,51,M,12.95,33,0.000,3,1,1,4,2,1,22,18.67,12,21,22.28,7,1,450.00,0
58,40,M,27.75,18,-6.000,4,3,1,5,2,1,70,122.95,32,88,169.08,36,0,450.00,0
57,42,M,85.29,12,1.000,5,3,3,5,1,1,293,408.68,157,228,315.43,173,0,450.00,0
57,58,M,16.52,44,-20.000,1,5,2,4,4,1,16,14.97,4,16,18.27,2,0,450.00,0
57,38,M,20.76,45,-21.000,2,3,2,5,2,1,22,52.97,0,50,132.83,2,0,450.00,0
36,,,175.47,24,-12.000,1,,,,,,60,93.52,3,55,120.75,15,0,450.00,0
57,28,M,22.44,33,1.000,4,2,3,2,5,1,54,100.77,24,52,99.07,40,1,450.00,0
57,62,V,63.64,36,-9.000,3,5,1,2,2,1,308,352.12,32,295,304.62,26,0,450.00,0
56,26,M,33.76,21,2.000,3,2,3,2,4,1,91,137.62,65,99,130.50,81,0,450.00,0
56,56,M,28.00,18,5.000,3,,,,,,94,38.25,68,174,182.50,147,1,450.00,0
55,29,M,17.32,23,3.000,4,3,2,2,2,1,102,152.28,27,118,151.02,19,0,450.00,0
43,49,V,59.89,31,-7.000,7,4,3,5,2,1,121,139.78,10,204,363.10,7,0,450.00,0
55,,,9.16,20,4.000,6,5,2,3,4,1,143,270.50,10,143,286.88,5,1,450.00,0
55,52,M,25.79,43,-19.000,1,4,1,3,3,1,76,118.73,24,54,76.20,18,0,450.00,0
54,49,V,11.68,21,4.000,2,4,2,4,4,1,69,160.28,35,62,146.47,41,0,450.00,0
53,37,V,78.05,28,-4.000,3,3,2,2,2,1,240,365.63,72,223,424.38,61,0,450.00,0
54,38,M,20.80,11,12.000,4,3,3,5,4,1,50,143.40,2,77,167.00,6,0,450.00,0
38,,,66.60,26,-2.000,2,2,1,2,1,1,126,101.77,2,151,132.78,9,0,450.00,0
33,24,V,21.96,21,2.000,4,4,2,4,4,1,48,64.68,6,39,53.60,17,0,450.00,0
53,48,V,20.37,18,5.000,4,4,3,5,4,1,28,27.85,1,58,86.70,3,0,450.00,0
53,46,V,16.83,24,-6.000,1,5,2,3,4,1,7,8.40,2,9,4.85,2,0,450.00,0
64,52,M,155.97,28,-4.000,2,3,3,4,4,1,128,219.17,83,164,231.13,23,0,450.00,0
53,37,V,11.73,41,-17.000,2,3,2,4,2,1,13,9.62,6,13,8.07,4,0,450.00,0
53,47,V,11.32,18,6.000,6,4,2,1,5,1,84,78.22,6,127,134.07,2,0,450.00,0
53,45,V,44.08,19,5.000,5,6,3,5,1,3,148,221.45,132,172,318.70,101,0,450.00,0
49,47,M,37.43,21,2.000,4,4,1,1,4,1,62,91.62,175,83,91.08,126,0,450.00,0
53,59,M,13.07,26,-5.000,5,5,2,2,5,1,117,186.93,0,120,224.22,2,0,450.00,0
93,,,170.37,32,-8.000,3,5,3,5,2,1,254,653.25,22,296,626.13,9,0,450.00,0
52,25,V,47.24,26,-4.000,2,5,1,5,2,1,94,283.50,77,96,212.17,71,0,450.00,0
52,35,V,30.58,9,14.000,2,3,2,5,1,1,53,91.40,47,78,112.70,39,0,450.00,0
51,49,M,11.86,39,-15.000,1,4,2,2,5,1,49,54.47,21,37,41.60,17,0,450.00,0
51,22,M,26.87,22,1.000,6,5,1,5,1,1,53,25.22,167,110,45.17,189,0,450.00,0
27,50,M,25.21,15,8.000,3,2,2,3,4,1,108,149.50,94,116,126.72,131,0,450.00,0
38,26,,17.09,19,4.000,2,5,3,5,4,1,159,212.50,29,188,298.77,22,0,450.00,0
26,45,V,168.99,14,9.000,2,4,3,5,1,1,212,154.15,207,175,99.28,122,0,450.00,0
51,49,M,16.47,26,-3.000,7,5,2,2,4,2,98,159.67,133,115,134.17,147,0,450.00,0
50,25,V,26.35,24,-3.000,4,1,2,2,4,4,40,77.88,52,57,105.97,45,0,450.00,0
50,46,V,-0.75,12,0.000,3,2,3,4,4,1,27,28.82,26,49,63.08,41,0,450.00,0
35,46,V,3.65,23,0.000,1,4,2,2,4,1,84,97.63,28,117,118.05,45,0,450.00,0
50,26,V,102.01,14,9.000,3,1,1,3,2,4,126,571.08,12,115,652.20,13,0,450.00,0
26,42,V,12.36,14,9.000,1,3,2,4,4,1,34,63.15,12,33,73.02,10,0,450.00,0
37,50,V,18.15,25,-1.000,2,4,3,5,2,1,50,58.70,32,62,114.27,17,0,450.00,0
48,62,V,20.03,24,0.000,2,5,2,4,4,1,93,134.68,8,92,120.23,9,0,450.00,0
48,38,M,49.42,36,-12.000,1,3,1,3,1,1,89,234.22,56,118,335.63,67,0,450.00,0
48,52,M,67.66,22,11.000,3,4,3,5,1,1,138,171.78,369,162,273.40,347,0,450.00,0
47,30,M,57.02,14,0.000,3,2,3,4,5,1,105,309.57,193,82,276.58,141,0,450.00,0
41,43,V,19.31,15,8.000,5,3,2,3,2,1,31,19.82,33,46,66.95,31,0,450.00,0
47,45,V,7.50,35,-11.000,1,3,2,3,4,1,35,48.77,10,35,47.53,13,0,450.00,0
46,49,M,21.46,34,-10.000,2,4,3,5,1,1,23,22.57,44,44,149.25,32,0,450.00,0
44,29,M,45.40,15,8.000,2,1,1,5,1,4,158,229.82,4,234,343.50,10,0,450.00,0
44,56,M,13.88,32,-8.000,1,3,3,5,1,1,26,34.13,0,27,26.00,2,1,450.00,0
44,24,V,32.98,32,-8.000,3,1,1,3,2,1,94,96.53,51,104,83.35,66,0,450.00,0
44,37,M,15.93,32,-8.000,1,3,1,4,2,1,12,4.43,2,10,6.15,5,0,450.00,0
44,27,M,87.09,10,15.000,4,2,1,3,2,1,45,93.07,3,156,226.82,20,0,450.00,0
44,32,V,31.81,24,3.000,2,2,1,1,4,2,53,69.68,126,51,68.92,280,0,450.00,0
43,68,M,11.11,31,-19.000,2,6,3,5,1,3,4,1.62,1,10,13.03,3,0,450.00,0
43,45,V,16.81,31,-7.000,2,3,2,4,2,1,4,0.30,0,6,2.02,18,0,450.00,0
43,43,V,18.37,31,-7.000,3,3,2,1,5,1,21,8.80,7,16,21.12,1,0,450.00,0
43,45,V,14.88,31,-7.000,1,4,3,5,2,1,11,6.85,11,27,28.78,4,1,450.00,0
43,27,V,18.61,31,-7.000,3,2,3,3,4,1,136,118.03,12,138,135.10,23,0,450.00,0
43,39,V,17.11,31,-7.000,3,3,2,4,4,1,10,22.95,74,54,120.87,46,0,450.00,0
42,55,V,15.68,9,15.000,2,2,1,3,3,1,20,42.12,0,24,26.85,6,0,450.00,0
42,23,V,21.81,9,16.000,2,,,,,,123,113.12,117,83,65.40,106,0,450.00,0
42,24,M,102.86,9,16.000,2,2,3,5,5,1,183,262.77,96,238,277.08,231,1,450.00,0
42,53,V,19.20,30,-6.000,3,4,1,3,1,1,32,16.02,79,81,50.62,86,0,450.00,0
42,21,M,132.72,30,-6.000,7,1,2,3,4,4,96,190.58,55,96,123.32,82,0,450.00,0
42,30,V,33.54,30,-6.000,4,3,2,3,4,1,135,202.03,154,221,383.68,159,0,450.00,0
42,38,V,14.72,26,5.000,2,3,3,3,2,1,35,53.65,4,54,107.05,9,0,450.00,0
32,,,23.53,20,3.000,1,4,3,5,1,1,103,113.00,2,112,135.73,5,0,450.00,0
41,,,5.58,30,-6.000,5,4,1,5,1,1,28,14.22,45,82,48.78,29,0,450.00,0
