no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
33,29,V,85.60,21,-9.000,2,4,3,5,1,1,0,0.00,0,121,501.35,27,0,450.00,1
33,33,M,790.98,21,2.000,1,,,,,,0,0.00,0,174,258.93,56,0,450.00,1
33,22,V,239.43,21,2.000,1,4,1,2,3,1,0,0.00,0,87,79.10,77,0,450.00,1
33,21,V,-9.97,21,-9.000,5,3,2,1,5,2,0,0.00,0,802,664.88,54,0,450.00,1
33,22,M,507.24,21,2.000,2,4,2,2,4,1,0,0.00,0,384,335.47,173,0,450.00,1
33,20,V,219.08,21,2.000,3,3,2,1,4,1,0,0.00,0,196,172.32,72,0,450.00,1
33,21,V,5.85,21,-9.000,2,4,2,5,1,1,0,0.00,0,52,71.55,160,0,450.00,1
33,44,V,253.87,21,2.000,1,3,2,2,3,1,0,0.00,0,91,102.05,263,0,450.00,1
33,32,V,257.37,21,2.000,4,2,2,1,4,1,0,0.00,0,248,213.43,21,0,450.00,1
33,21,M,258.12,21,2.000,1,3,2,3,3,1,0,0.00,0,182,379.37,139,0,450.00,1
31,24,M,491.83,19,5.000,3,2,2,1,5,1,0,0.00,0,68,38.20,11,0,450.00,1
33,37,M,312.19,21,2.000,1,4,2,1,5,2,0,0.00,0,88,257.00,74,0,450.00,1
33,72,V,10.86,21,-9.000,5,6,2,2,5,3,1,0.15,0,109,239.10,100,0,450.00,1
33,22,M,-16.12,21,-9.000,2,4,3,5,2,1,1,0.35,5,48,60.03,149,0,450.00,1
33,31,V,259.62,21,2.000,3,3,1,1,4,1,0,0.00,0,26,33.07,1,0,450.00,1
33,51,V,255.41,21,2.000,1,,,,,,0,0.00,0,49,70.68,4,0,450.00,1
33,22,M,11.04,21,-9.000,3,,,,,,1,1.65,0,274,151.87,48,0,450.00,1
33,24,M,310.85,21,2.000,1,4,1,1,2,2,0,0.00,0,62,54.27,104,0,450.00,1
33,27,M,9.01,11,0.000,1,2,3,2,5,1,0,0.00,0,143,241.93,41,0,450.00,1
33,24,V,6.08,21,-9.000,10,3,2,3,4,1,0,0.00,0,152,188.67,17,0,450.00,1
33,25,V,314.22,21,2.000,2,4,3,5,4,1,0,0.00,0,76,271.42,15,0,450.00,1
33,61,V,13.39,21,-9.000,1,5,2,2,4,1,0,0.00,0,58,90.42,2,0,450.00,1
33,22,V,315.13,21,2.000,2,3,2,1,5,2,0,0.00,0,253,1025.07,14,0,450.00,1
33,21,M,262.63,21,2.000,2,4,2,1,5,2,0,0.00,0,46,70.38,1,0,450.00,1
33,40,V,210.13,21,2.000,1,3,2,1,5,1,0,0.00,0,64,67.15,2,0,450.00,1
33,21,M,31.94,21,2.000,4,3,1,2,3,1,1,0.57,1,102,119.92,180,0,450.00,1
33,28,V,316.03,21,2.000,3,3,2,3,4,1,0,0.00,0,9,40.05,1,0,450.00,1
33,41,M,158.53,21,2.000,1,2,2,3,4,1,0,0.00,0,145,112.42,5,0,450.00,1
33,31,V,264.88,21,2.000,1,3,2,5,2,1,0,0.00,0,32,34.57,8,0,450.00,1
33,27,M,263.73,21,2.000,1,4,2,2,4,1,0,0.00,0,200,365.22,227,0,450.00,1
32,24,M,212.53,20,2.000,1,2,1,2,4,1,0,0.00,0,9,12.53,3,0,450.00,1
32,31,M,214.33,20,3.000,1,4,2,1,4,1,0,0.00,0,15,13.42,2,0,450.00,1
32,34,M,9.89,20,-8.000,2,2,2,2,5,1,0,0.00,0,111,267.43,7,0,450.00,1
32,49,M,9.07,20,-8.000,4,4,2,2,4,1,0,0.00,0,171,113.63,1,0,450.00,1
32,25,M,34.31,20,-8.000,3,2,2,1,5,1,3,1.43,0,270,204.13,11,0,450.00,1
32,23,V,34.42,20,-8.000,2,4,2,3,4,1,0,0.00,0,178,92.68,520,0,450.00,1
32,22,V,-0.34,20,-8.000,1,4,2,1,5,1,0,0.00,0,75,189.37,189,0,450.00,1
32,24,M,303.80,20,3.000,6,6,3,1,5,5,0,0.00,0,244,120.92,2,0,450.00,1
32,32,M,216.73,20,3.000,2,2,2,3,5,1,0,0.00,0,61,86.87,8,0,450.00,1
32,40,V,32.78,20,-8.000,1,3,2,3,2,1,0,0.00,1,16,19.10,29,0,450.00,1
32,22,V,327.73,20,3.000,3,4,1,2,1,1,0,0.00,0,145,296.57,104,0,450.00,1
32,37,M,274.49,20,3.000,3,3,2,1,5,2,0,0.00,0,149,196.58,8,0,450.00,1
32,22,V,304.15,20,3.000,2,1,2,1,5,4,0,0.00,0,139,176.00,4,0,450.00,1
32,22,M,442.35,20,3.000,4,0,0,0,0,0,0,0.00,0,390,411.43,13,0,450.00,1
32,37,M,334.24,20,3.000,2,3,2,4,4,1,0,0.00,0,130,289.90,89,0,450.00,1
32,22,V,279.23,20,3.000,3,4,2,1,4,2,0,0.00,0,62,94.00,13,0,450.00,1
32,23,M,338.30,20,3.000,5,5,2,1,4,2,0,0.00,0,351,533.52,39,0,450.00,1
30,61,V,391.97,18,5.000,2,1,2,1,4,4,0,0.00,0,66,265.65,53,0,450.00,1
32,22,M,344.00,20,3.000,6,1,3,2,4,4,0,0.00,0,117,60.25,2,0,450.00,1
32,30,V,284.65,20,3.000,1,2,2,1,5,1,0,0.00,0,198,505.02,21,0,450.00,1
32,22,M,456.45,20,3.000,5,6,1,3,2,3,0,0.00,0,183,214.70,142,0,450.00,1
31,23,M,516.06,19,4.000,2,6,1,2,3,5,0,0.00,0,233,235.73,52,0,450.00,1
31,22,V,69.13,19,-7.000,5,2,2,1,5,1,0,0.00,0,442,183.73,13,0,450.00,1
31,21,M,393.06,19,4.000,1,1,2,3,4,1,0,0.00,0,428,239.22,93,0,450.00,1
31,36,M,287.36,19,4.000,1,6,2,3,5,3,0,0.00,0,10,18.42,16,0,450.00,1
31,38,M,288.04,19,4.000,2,3,2,2,5,1,0,0.00,0,147,88.13,13,0,450.00,1
31,47,,-11.09,19,4.000,1,3,2,4,3,1,0,0.00,0,35,68.95,9,0,450.00,1
31,33,V,468.37,19,4.000,2,3,3,3,4,1,0,0.00,0,47,73.52,27,0,450.00,1
31,33,V,351.31,19,4.000,1,4,2,1,4,2,0,0.00,0,89,193.55,2,0,450.00,1
31,38,M,235.90,19,4.000,1,3,2,1,5,1,0,0.00,0,12,22.60,3,0,450.00,1
31,24,V,296.24,19,4.000,3,3,2,2,3,1,0,0.00,0,32,121.75,15,0,450.00,1
31,46,V,261.65,19,4.000,1,3,2,4,1,1,0,0.00,0,419,419.60,245,0,450.00,1
31,25,M,178.22,19,4.000,1,3,2,1,5,1,0,0.00,0,27,48.22,4,0,450.00,1
31,41,V,268.52,19,4.000,1,6,2,2,4,3,0,0.00,0,15,4.87,4,0,450.00,1
31,20,M,301.72,19,4.000,3,4,2,2,5,1,0,0.00,0,26,129.12,51,0,450.00,1
31,34,M,298.34,19,4.000,3,3,3,2,5,1,0,0.00,0,39,43.95,2,0,450.00,1
31,37,M,75.06,19,-7.000,4,3,3,4,4,1,0,0.00,0,214,405.88,43,0,450.00,1
31,38,V,239.26,19,4.000,1,3,2,2,5,1,0,0.00,0,208,251.20,429,0,450.00,1
31,29,V,36.07,19,-7.000,7,2,2,1,5,1,0,0.00,0,321,652.92,6,0,450.00,1
33,20,V,602.29,19,4.000,2,4,2,1,4,2,0,0.00,0,102,198.37,188,0,450.00,1
31,23,V,361.34,19,4.000,2,4,3,5,1,1,0,0.00,0,54,55.73,105,0,450.00,1
31,55,V,302.34,19,4.000,2,6,1,3,2,5,0,0.00,0,371,309.23,1,0,450.00,1
31,61,M,363.02,19,4.000,3,4,3,2,5,1,0,0.00,0,311,829.57,9,0,450.00,1
31,32,M,303.24,19,4.000,2,2,2,4,4,1,0,0.00,0,91,150.18,262,0,450.00,1
31,28,M,485.10,19,4.000,4,2,2,3,3,1,0,0.00,0,192,245.17,29,0,450.00,1
31,31,V,364.70,19,4.000,2,5,2,1,5,2,0,0.00,0,174,198.43,12,0,450.00,1
31,57,V,243.18,19,4.000,1,6,2,1,5,3,0,0.00,0,32,52.60,27,0,450.00,1
31,42,V,243.75,19,4.000,1,3,2,2,4,1,0,0.00,0,124,162.58,105,0,450.00,1
31,55,V,304.65,19,4.000,2,4,2,1,4,2,0,0.00,0,123,190.47,89,0,450.00,1
31,23,M,306.05,19,4.000,4,5,2,3,4,2,0,0.00,0,454,768.03,244,0,450.00,1
31,23,M,367.23,19,4.000,6,6,3,1,5,2,0,0.00,0,404,340.43,10,0,450.00,1
31,29,M,168.94,19,-7.000,1,4,3,1,5,1,0,0.00,0,32,37.95,131,0,450.00,1
31,21,V,272.37,19,5.000,2,4,2,1,5,2,0,0.00,0,188,1054.77,47,0,450.00,1
31,20,V,245.99,19,5.000,3,,,,,,0,0.00,0,137,159.08,55,0,450.00,1
31,27,V,110.65,19,-7.000,1,2,3,5,4,1,0,0.00,0,267,610.57,2,0,450.00,1
28,20,M,431.01,16,7.000,3,2,2,1,4,2,0,0.00,0,2,1.00,18,0,450.00,1
30,26,M,308.15,18,5.000,4,2,2,1,5,2,0,0.00,0,419,328.22,54,0,450.00,1
30,33,V,277.98,18,5.000,1,2,3,5,4,1,0,0.00,0,14,4.42,8,0,450.00,1
27,50,V,311.26,15,8.000,2,4,2,3,4,1,0,0.00,0,19,22.73,71,0,450.00,1
30,38,M,376.47,18,5.000,2,6,1,5,1,3,0,0.00,0,50,105.25,7,0,450.00,1
30,42,M,246.49,18,-6.000,1,3,3,2,5,1,0,0.00,0,251,394.95,197,0,450.00,1
30,20,M,285.71,18,5.000,6,3,2,1,5,1,0,0.00,0,90,104.02,7,0,450.00,1
30,52,V,73.95,18,-6.000,1,,,,,,0,0.00,0,27,11.85,23,0,450.00,1
30,41,M,314.52,18,5.000,1,3,2,2,4,1,0,0.00,0,24,55.23,9,0,450.00,1
30,58,M,381.07,18,5.000,1,5,1,2,2,2,0,0.00,0,361,210.65,1,0,450.00,1
30,40,M,255.95,18,5.000,1,3,3,5,4,1,0,0.00,0,5,3.95,1,0,450.00,1
28,23,V,280.15,16,-4.000,5,4,3,1,5,1,0,0.00,0,102,101.15,2,0,450.00,1
30,42,M,645.21,18,5.000,1,3,3,5,1,1,0,0.00,0,202,242.03,41,0,450.00,1
30,24,V,343.61,18,5.000,5,3,2,4,4,1,0,0.00,0,183,153.95,22,0,450.00,1
28,24,V,442.84,16,7.000,4,3,2,4,4,1,0,0.00,0,235,363.28,82,0,450.00,1
30,34,V,323.28,18,5.000,2,4,3,3,4,1,0,0.00,0,50,59.23,225,0,450.00,1
30,40,M,344.05,18,5.000,2,3,2,1,4,1,0,0.00,0,26,26.85,5,0,450.00,1
30,20,M,277.37,18,6.000,5,1,2,2,4,4,0,0.00,0,255,582.73,163,0,450.00,1
30,23,M,91.89,18,-6.000,3,2,1,2,2,1,0,0.00,0,119,155.32,185,0,450.00,1
29,44,V,331.42,17,6.000,1,3,2,3,1,1,0,0.00,0,145,90.70,1,0,450.00,1
26,,,487.33,14,9.000,2,3,3,2,4,1,0,0.00,0,92,115.88,10,0,450.00,1
29,27,V,266.25,17,6.000,3,5,1,2,3,2,0,0.00,0,105,237.65,35,0,450.00,1
29,21,V,670.96,17,-5.000,4,4,2,1,5,2,0,0.00,0,112,286.35,33,0,450.00,1
29,26,V,309.62,17,6.000,2,2,3,2,5,1,0,0.00,0,269,495.53,131,0,450.00,1
29,21,V,269.52,17,6.000,4,2,2,2,5,1,0,0.00,0,184,298.10,17,0,450.00,1
29,40,V,405.04,17,6.000,1,3,2,1,4,2,0,0.00,0,91,173.95,242,0,450.00,1
29,28,M,272.32,17,6.000,1,3,3,2,5,1,0,0.00,0,186,266.98,123,0,450.00,1
29,22,M,103.94,17,-5.000,1,4,1,2,1,1,0,0.00,0,226,119.40,15,0,450.00,1
29,29,M,690.53,17,6.000,3,2,2,3,4,1,0,0.00,0,174,117.52,64,0,450.00,1
29,23,M,345.26,17,6.000,1,4,2,4,4,1,0,0.00,0,84,92.68,9,0,450.00,1
29,21,M,331.70,17,6.000,6,3,2,1,2,1,0,0.00,0,285,388.78,430,0,450.00,1
29,27,V,415.12,17,6.000,4,5,3,2,5,2,0,0.00,0,542,743.43,2,0,450.00,1
29,37,M,347.37,17,6.000,1,3,2,2,4,1,0,0.00,0,248,770.07,99,0,450.00,1
29,35,M,694.73,17,6.000,2,2,3,4,4,1,0,0.00,0,536,403.57,16,0,450.00,1
28,23,V,471.65,16,-4.000,3,2,2,1,5,1,0,0.00,0,374,302.75,17,0,450.00,1
28,20,M,300.94,16,7.000,1,4,2,1,5,2,0,0.00,0,121,1071.55,47,0,450.00,1
28,27,M,418.55,16,7.000,1,2,2,1,5,2,0,0.00,0,169,148.23,1,0,450.00,1
28,20,V,425.21,16,7.000,2,4,2,1,5,2,0,0.00,0,241,141.38,1,0,450.00,1
28,48,V,639.16,16,7.000,2,5,2,3,4,1,0,0.00,0,74,117.60,3,0,450.00,1
28,35,V,355.07,16,7.000,1,2,2,2,5,1,0,0.00,0,57,125.00,5,0,450.00,1
28,50,M,426.89,16,7.000,1,4,2,2,4,1,0,0.00,0,68,445.25,2,0,450.00,1
28,20,V,356.47,16,7.000,3,2,1,2,3,1,0,0.00,0,243,243.73,70,0,450.00,1
28,20,M,714.34,16,7.000,10,1,3,1,5,4,0,0.00,0,565,300.45,28,0,450.00,1
28,26,V,211.46,16,-4.000,1,2,3,1,5,2,0,0.00,0,220,521.18,46,0,450.00,1
28,22,M,286.31,16,7.000,1,4,2,4,4,1,0,0.00,0,165,115.03,51,0,450.00,1
28,29,V,359.20,16,7.000,0,2,3,2,5,1,0,0.00,0,8,11.32,1,0,450.00,1
28,25,M,648.37,16,7.000,2,1,1,5,1,4,0,0.00,0,272,171.30,59,0,450.00,1
28,27,M,361.24,16,7.000,1,2,1,1,4,1,0,0.00,0,45,55.65,43,0,450.00,1
28,37,M,408.93,16,7.000,2,2,3,2,5,1,0,0.00,0,79,109.43,90,0,450.00,1
28,40,V,292.82,16,7.000,1,5,3,1,5,2,0,0.00,0,71,49.95,33,0,450.00,1
28,22,M,334.54,16,7.000,2,4,3,5,1,1,0,0.00,0,118,119.33,196,0,450.00,1
28,33,M,362.59,16,7.000,5,4,2,1,4,2,0,0.00,0,294,361.65,1,0,450.00,1
28,,,582.21,16,7.000,1,4,2,1,4,1,0,0.00,0,121,128.07,34,0,450.00,1
28,24,V,291.73,16,7.000,3,2,2,3,5,1,0,0.00,0,56,78.97,6,0,450.00,1
28,20,M,292.28,16,7.000,2,4,2,1,4,2,0,0.00,0,230,555.25,127,0,450.00,1
28,55,V,439.14,16,7.000,1,4,1,1,4,1,0,0.00,0,17,22.03,4,0,450.00,1
28,20,V,368.01,16,7.000,1,1,2,2,2,1,0,0.00,0,110,149.97,128,0,450.00,1
28,57,M,359.88,16,7.000,5,5,2,2,5,1,0,0.00,0,51,9.47,171,0,450.00,1
28,,,251.37,16,7.000,1,4,2,2,5,2,0,0.00,0,7,11.78,12,0,450.00,1
28,20,M,366.66,16,7.000,1,5,3,5,2,1,0,0.00,0,125,172.48,122,0,450.00,1
28,22,M,431.82,16,7.000,5,1,2,2,4,4,0,0.00,0,159,285.50,11,0,450.00,1
28,27,V,1469.17,16,7.000,4,2,2,1,4,2,0,0.00,0,518,816.68,50,0,450.00,1
28,26,M,230.43,16,-4.000,2,4,3,2,5,1,0,0.00,0,235,613.20,67,0,450.00,1
28,24,M,444.43,16,7.000,1,1,2,1,5,4,0,0.00,0,105,236.88,36,0,450.00,1
28,20,M,968.18,16,7.000,4,3,3,1,5,1,0,0.00,0,493,340.08,3,0,450.00,1
28,23,M,358.57,16,7.000,1,2,2,4,5,1,0,0.00,0,119,124.12,11,0,450.00,1
28,29,M,954.23,16,8.000,2,3,2,1,3,1,0,0.00,0,298,320.17,9,0,450.00,1
27,47,V,297.16,15,8.000,1,4,3,2,4,1,0,0.00,0,155,108.73,39,0,450.00,1
27,58,M,297.16,15,8.000,2,1,2,2,4,4,0,0.00,0,61,35.65,13,0,450.00,1
27,21,V,1188.45,15,8.000,4,4,1,2,3,1,0,0.00,0,259,626.30,7,0,450.00,1
27,21,M,445.65,15,8.000,1,4,2,4,4,1,0,0.00,0,45,137.18,31,0,450.00,1
27,23,V,742.81,15,8.000,6,5,2,2,5,2,0,0.00,0,205,454.87,187,0,450.00,1
27,42,M,372.08,15,8.000,1,6,2,1,4,3,0,0.00,0,54,106.05,21,0,450.00,1
25,38,V,706.33,13,10.000,2,3,2,4,4,1,0,0.00,0,63,77.47,7,0,450.00,1
27,20,M,448.09,15,8.000,1,4,1,1,3,1,0,0.00,0,398,331.33,58,0,450.00,1
27,32,M,587.44,15,8.000,1,5,2,3,4,1,0,0.00,0,58,80.93,25,0,450.00,1
27,,,448.90,15,8.000,1,1,1,4,3,1,0,0.00,0,207,911.98,237,0,450.00,1
27,20,M,299.87,15,8.000,1,4,2,5,2,1,0,0.00,0,67,110.20,92,0,450.00,1
27,25,M,1197.04,15,8.000,2,4,3,5,2,1,0,0.00,0,749,623.28,71,0,450.00,1
27,42,V,299.81,15,8.000,1,3,2,4,1,1,0,0.00,0,26,38.35,71,0,450.00,1
27,38,M,148.01,15,-3.000,1,4,3,3,3,1,0,0.00,0,102,139.83,440,0,450.00,1
27,21,V,1354.02,15,8.000,1,3,3,2,4,1,0,0.00,0,676,486.98,92,0,450.00,1
27,21,M,303.39,15,8.000,2,4,2,1,5,2,0,0.00,0,263,329.77,32,0,450.00,1
27,45,V,376.15,15,8.000,3,3,1,2,4,1,0,0.00,0,148,101.77,111,0,450.00,1
27,33,M,309.91,15,8.000,1,3,3,3,5,1,0,0.00,0,229,240.98,2,0,450.00,1
27,35,V,307.73,15,8.000,2,3,2,2,5,1,0,0.00,0,17,53.32,122,0,450.00,1
27,43,V,606.06,15,8.000,1,2,2,1,4,2,0,0.00,0,123,279.42,31,0,450.00,1
27,30,M,455.41,15,8.000,1,5,2,1,5,2,0,0.00,0,185,318.80,7,0,450.00,1
27,,,380.21,15,8.000,3,5,2,2,5,2,0,0.00,0,61,128.53,159,0,450.00,1
25,44,M,419.50,13,10.000,1,3,2,2,4,1,0,0.00,0,133,167.63,28,0,450.00,1
27,29,V,379.70,15,8.000,1,2,2,1,4,2,0,0.00,0,126,159.57,19,0,450.00,1
27,20,V,388.01,15,8.000,2,2,2,3,4,1,0,0.00,0,138,200.10,34,0,450.00,1
27,42,M,306.38,15,8.000,1,3,2,1,5,2,0,0.00,0,47,52.52,4,0,450.00,1
27,26,M,306.38,15,8.000,1,4,1,2,3,1,0,0.00,0,221,220.87,19,0,450.00,1
27,20,M,614.74,15,8.000,12,3,2,1,4,2,0,0.00,0,494,503.92,104,0,450.00,1
27,44,V,615.82,15,8.000,3,3,2,2,5,1,0,0.00,0,16,20.05,83,0,450.00,1
27,23,M,303.20,15,8.000,2,2,2,2,4,1,0,0.00,0,5,9.52,1,0,450.00,1
27,24,M,457.41,15,8.000,1,4,2,1,5,1,0,0.00,0,379,670.73,47,0,450.00,1
27,33,V,616.91,15,8.000,1,3,2,1,5,1,0,0.00,0,137,173.75,6,0,450.00,1
27,40,V,387.67,15,8.000,4,3,3,4,4,1,0,0.00,0,210,341.33,52,0,450.00,1
27,36,M,310.12,15,8.000,5,5,2,2,4,1,0,0.00,0,209,439.17,167,0,450.00,1
27,44,,776.69,15,8.000,1,4,1,1,4,2,0,0.00,0,60,91.43,199,0,450.00,1
27,43,M,311.26,15,8.000,3,4,3,5,4,1,0,0.00,0,214,172.93,115,0,450.00,1
27,,,440.25,15,-3.000,4,0,0,0,0,0,0,0.00,0,287,592.17,57,0,450.00,1
27,,,442.42,15,-3.000,1,0,0,0,0,0,0,0.00,0,433,270.02,21,0,450.00,1
27,25,M,468.82,15,8.000,1,4,2,4,4,1,0,0.00,0,16,19.90,130,0,450.00,1
26,47,V,314.79,14,9.000,1,4,2,3,4,1,0,0.00,0,63,57.48,5,0,450.00,1
26,22,M,558.68,14,9.000,1,4,2,4,4,1,0,0.00,0,219,240.63,139,0,450.00,1
26,23,M,984.33,14,9.000,1,4,2,2,4,2,0,0.00,0,195,268.50,22,0,450.00,1
26,20,M,394.45,14,9.000,1,4,2,2,4,1,0,0.00,0,231,126.25,76,0,450.00,1
26,20,V,395.80,14,9.000,2,3,2,4,4,1,0,0.00,0,98,75.03,8,0,450.00,1
26,21,M,395.80,14,9.000,1,6,2,1,4,3,0,0.00,0,279,179.28,199,0,450.00,1
26,44,M,87.05,14,-2.000,6,,,,,,0,0.00,0,109,732.87,119,0,450.00,1
26,33,M,317.41,14,9.000,1,,,,,,0,0.00,0,122,76.27,1,0,450.00,1
26,43,M,318.31,14,9.000,1,3,2,3,4,1,0,0.00,0,150,265.95,161,0,450.00,1
26,49,M,319.13,14,9.000,3,4,2,4,4,1,0,0.00,0,18,9.93,10,0,450.00,1
26,54,M,371.43,14,9.000,2,4,3,2,3,1,0,0.00,0,205,227.10,10,0,450.00,1
26,30,M,478.87,14,9.000,2,2,2,2,4,1,0,0.00,0,140,152.83,93,0,450.00,1
26,61,M,405.47,14,9.000,1,2,2,2,5,1,0,0.00,0,103,497.23,54,0,450.00,1
26,21,V,786.56,14,9.000,2,,,,,,0,0.00,0,99,324.95,380,0,450.00,1
26,33,V,489.07,14,9.000,2,5,1,1,4,2,0,0.00,0,34,33.92,37,0,450.00,1
26,,,2608.33,14,9.000,1,5,2,1,5,2,0,0.00,0,84,401.28,190,0,450.00,1
26,,,1061.45,14,9.000,2,5,2,1,5,2,0,0.00,0,56,140.52,4,0,450.00,1
26,64,M,652.03,14,9.000,2,6,2,1,5,3,0,0.00,0,880,822.77,2,0,450.00,1
26,20,M,408.29,14,9.000,3,3,2,2,4,1,0,0.00,0,429,516.47,28,0,450.00,1
26,27,M,489.41,14,9.000,1,5,2,2,4,2,0,0.00,0,37,89.13,5,0,450.00,1
26,40,M,408.99,14,9.000,3,1,2,1,5,4,0,0.00,0,342,708.57,32,0,450.00,1
26,35,V,408.99,14,9.000,2,5,1,2,3,2,0,0.00,0,325,308.32,111,0,450.00,1
26,21,V,316.06,14,9.000,1,1,2,1,5,4,0,0.00,0,80,102.85,36,0,450.00,1
26,,,491.60,14,9.000,1,6,1,1,2,3,0,0.00,0,74,52.48,5,0,450.00,1
26,20,V,327.80,14,9.000,1,6,2,1,4,2,0,0.00,0,140,95.53,25,0,450.00,1
26,47,M,491.60,14,9.000,1,4,2,1,5,1,0,0.00,0,80,39.48,3,0,450.00,1
26,41,V,409.70,14,9.000,1,2,2,1,4,1,0,0.00,0,19,190.38,95,0,450.00,1
26,42,V,410.40,14,9.000,1,3,2,2,4,1,0,0.00,0,51,113.15,106,0,450.00,1
26,33,V,492.44,14,9.000,1,2,3,1,5,1,0,0.00,0,118,125.70,24,0,450.00,1
26,34,M,820.79,14,9.000,3,3,2,1,5,1,0,0.00,0,146,237.35,28,0,450.00,1
26,32,M,494.12,14,9.000,1,4,2,3,4,1,0,0.00,0,209,103.57,11,0,450.00,1
26,20,M,411.80,14,9.000,6,1,2,1,5,4,0,0.00,0,210,84.15,2,0,450.00,1
26,32,M,700.63,14,10.000,1,,,,,,0,0.00,0,303,534.75,10,0,450.00,1
26,48,M,330.04,14,10.000,1,6,1,1,3,3,0,0.00,0,53,47.50,31,0,450.00,1
25,24,V,413.90,13,10.000,1,3,3,1,5,2,0,0.00,0,171,221.47,359,0,450.00,1
25,40,M,412.78,13,10.000,1,3,2,3,5,1,0,0.00,0,90,139.08,155,0,450.00,1
25,30,M,496.67,13,10.000,2,4,2,3,4,1,0,0.00,0,14,26.77,16,0,450.00,1
25,20,V,333.36,13,-1.000,3,4,2,4,4,1,0,0.00,0,593,516.52,153,0,450.00,1
25,25,M,418.80,13,10.000,2,3,2,1,4,1,0,0.00,0,168,225.77,63,0,450.00,1
25,50,V,496.16,13,10.000,1,5,1,1,4,2,0,0.00,0,376,742.38,263,0,450.00,1
25,40,V,415.75,13,10.000,1,5,2,1,4,2,0,0.00,0,176,409.08,97,0,450.00,1
25,21,M,1344.60,13,10.000,1,3,2,2,4,1,0,0.00,0,404,611.58,46,0,450.00,1
25,21,M,422.23,13,10.000,1,5,2,2,4,1,0,0.00,0,158,268.07,61,0,450.00,1
25,20,V,508.27,13,10.000,6,6,2,3,3,5,0,0.00,0,581,314.27,39,0,450.00,1
25,23,V,653.48,13,-1.000,4,4,2,3,4,1,0,0.00,0,777,1683.92,60,0,450.00,1
25,34,M,426.30,13,10.000,7,3,1,1,4,1,0,0.00,0,104,168.13,1,0,450.00,1
25,20,M,512.33,13,10.000,2,4,3,5,1,1,0,0.00,0,174,411.03,3,0,450.00,1
25,41,M,425.48,13,10.000,3,3,2,1,5,1,0,0.00,0,292,1301.63,3,0,450.00,1
25,21,V,584.58,13,10.000,7,5,2,1,4,2,0,0.00,0,392,352.73,1,0,450.00,1
25,40,M,426.16,13,10.000,1,3,2,1,4,1,0,0.00,0,30,20.47,2,0,450.00,1
24,28,V,525.34,12,11.000,3,5,1,1,4,2,0,0.00,0,96,121.60,19,0,450.00,1
25,37,V,344.88,13,10.000,1,3,1,1,4,1,0,0.00,0,100,50.92,9,0,450.00,1
25,20,M,518.02,13,10.000,1,3,3,2,3,1,0,0.00,0,243,85.97,249,0,450.00,1
25,21,M,431.72,13,10.000,2,4,2,1,5,2,0,0.00,0,75,42.83,1,0,450.00,1
24,42,V,365.61,12,11.000,1,5,2,1,5,2,0,0.00,0,1,0.53,29,0,450.00,1
24,20,V,868.87,12,11.000,3,2,1,3,3,1,0,0.00,0,252,211.23,102,0,450.00,1
24,29,M,436.47,12,11.000,1,4,2,1,5,1,0,0.00,0,160,154.78,34,0,450.00,1
24,58,M,418.16,12,11.000,1,5,3,5,1,1,0,0.00,0,86,81.53,280,0,450.00,1
24,21,V,437.82,12,11.000,1,4,3,5,4,1,0,0.00,0,409,572.02,123,0,450.00,1
24,20,M,432.50,12,11.000,3,1,2,1,5,4,0,0.00,0,40,32.12,21,0,450.00,1
24,21,V,526.16,12,11.000,6,4,3,3,4,1,0,0.00,0,413,328.97,224,0,450.00,1
24,25,M,438.50,12,11.000,1,2,2,1,4,2,0,0.00,0,141,413.95,42,0,450.00,1
24,20,M,729.61,12,11.000,4,2,3,1,5,4,0,0.00,0,270,299.83,70,0,450.00,1
24,27,M,519.51,12,11.000,2,4,2,1,5,1,0,0.00,0,143,150.33,115,0,450.00,1
24,23,M,1135.50,12,11.000,3,6,1,4,2,3,0,0.00,0,260,434.98,5,0,450.00,1
24,32,M,440.41,12,11.000,4,3,2,2,5,1,0,0.00,0,180,195.52,5,0,450.00,1
24,32,M,442.61,12,11.000,1,2,2,1,5,1,0,0.00,0,196,195.88,24,0,450.00,1
24,48,V,529.41,12,11.000,1,2,1,1,2,2,0,0.00,0,59,153.77,352,0,450.00,1
24,20,M,532.77,12,11.000,1,2,2,1,4,2,0,0.00,0,71,56.90,50,0,450.00,1
24,31,V,532.77,12,11.000,1,2,3,3,5,1,0,0.00,0,74,55.75,31,0,450.00,1
24,21,M,527.82,12,11.000,1,3,2,1,4,2,0,0.00,0,207,323.67,10,0,450.00,1
24,29,M,355.25,12,11.000,2,6,2,2,5,3,0,0.00,0,225,108.27,153,0,450.00,1
24,25,M,448.91,12,11.000,1,2,2,1,4,2,0,0.00,0,7,91.70,2,0,450.00,1
24,20,M,446.81,12,11.000,2,,,,,,0,0.00,0,131,227.02,6,0,450.00,1
24,26,M,448.91,12,11.000,1,3,3,1,5,2,0,0.00,0,86,142.65,2,0,450.00,1
24,22,V,359.17,12,11.000,2,5,1,5,3,1,0,0.00,0,132,217.17,6,0,450.00,1
